Day,Measurement,Temperature,Dissolved_Oxygen,pH,Dissolved_Solids,Suspended_Solids
0,0,15.019234360441835,10.345335237326825,8.696641064646476,2295.1283224974136,349.48005465077705
0,1,21.44394711866792,3.0959019521179547,8.156734684826658,4823.3168091863345,915.9554932360066
0,2,8.579428906879281,1.8078446479473265,8.51935474757384,3181.8627681100897,481.52881238181357
0,3,27.066385341064727,7.046544565369191,7.46441644427661,58.99587031567288,753.3976408208766
0,4,33.99203793136354,5.775971438944011,7.0959821587586065,2768.2310795073963,507.48007360805127
0,5,16.610847452180252,3.7244386821231306,7.706838748281358,1444.7321992281863,189.76222950560884
0,6,24.42095060437585,2.4618588770167222,6.987008898530558,1258.3663079061864,947.1120069561118
0,7,31.619109282350504,9.446148767943432,6.852140309242216,3379.321442215395,841.9562109049764
0,8,30.325957870572708,0.44699915974278026,7.006550327829917,2119.419894890022,572.7555937928685
0,9,6.805492927463598,0.9903865501703355,8.276202033466275,2254.2962312831705,345.1134103582362
0,10,18.80838237868934,5.137100349851838,7.280854696685584,2409.6429973224153,788.0547044600714
0,11,18.013838128505515,12.135820130620107,7.934333815466974,4851.005252431442,459.9469018000277
0,12,26.41768026248184,9.15958975749474,7.296778640942297,748.3756072008335,913.2894565427464
0,13,33.73536918550513,10.362634390028171,6.762072832074051,2002.8024373590465,712.661402708854
0,14,11.691588887242952,5.053063987406743,8.079393691273896,4196.565046923688,272.4014828539031
0,15,11.564673306707522,11.817255656087585,8.532358034039964,4098.202247564042,993.142649657065
0,16,17.078870653302793,13.533608106408504,6.867326981099824,1127.1433397354663,502.4509330822996
0,17,26.1839505618384,2.7277467794486325,7.031163658465259,1655.343694662117,267.40862426560153
0,18,20.359371055286665,1.026073412304441,6.691259220602662,4462.390356668955,508.8036410923479
0,19,13.620711144672743,2.2145283513585463,8.38178636532653,3572.153423797986,86.09331005713095
0,20,7.370753286334714,1.8628122588940081,7.618627899064586,1698.90447807718,211.20211449177273
0,21,2.406816199927033,7.779927457349607,6.994317750267246,4525.717962564614,201.83082426378218
0,22,14.103411736347706,13.70440110376776,6.620504113058903,3351.7604714525705,394.4615215068185
0,23,33.930597703111474,1.6111466192221726,8.839099301056667,4649.299420101986,768.9509390450304
0,24,18.790375050786942,3.095866442042781,8.566010696015436,4756.822284162648,496.10075230240756
0,25,24.440482721883775,11.59178318126455,7.4625825376236365,4318.538693404741,381.49103619892554
0,26,30.737890643799783,0.7768312065406797,8.639324498527936,389.90638536549716,324.7589959107711
0,27,26.71179021407055,2.768344825327313,6.624061648435625,1894.0282055697817,486.3386589892854
0,28,19.121156397273634,0.37315361093783106,8.093850720068561,2468.345527274806,208.86752848458178
0,29,1.2619448756026168,2.536695516819634,7.127755815987634,4196.064013932498,685.3724470893586
0,30,31.01841097246717,11.26919802179122,6.9330123018870955,3543.69723120834,477.0568563099742
0,31,18.4197471517316,2.4290940713082376,8.939987493564754,4409.7290673817415,2.9252398508203825
0,32,18.71545198190762,13.790120914319129,8.105991320629878,4877.2223384296285,995.7622238567212
0,33,4.404110999544784,3.3862584229972117,6.770974461507644,3594.0783994585686,321.24450117646694
0,34,22.56334577883199,7.039920099155457,6.76024247360118,1729.378646556936,344.32729646077144
0,35,16.92504341821931,11.64426582803725,6.951730978454103,4124.871235396789,595.2754537184327
0,36,1.9994502274968546,7.512893721776866,6.821547700637745,3083.5154252036355,720.0451445618428
0,37,19.779942666802096,6.35721508101609,7.9279336063010355,1693.6449254491515,201.0403812703474
0,38,20.47452300322655,1.2844193362980507,7.763667344752292,4900.588543224054,634.6480503459754
0,39,16.891317065437544,6.390440740311702,8.4468667825747,1532.1954955149054,530.1545999857274
0,40,11.166377557079802,3.1853659117219095,7.704807597791913,4463.273312114511,662.1429884096316
0,41,4.970254364129048,1.678831199505091,7.596505931696782,2078.623341532738,418.3956085976678
0,42,2.2151265226502765,12.905679950312846,8.374821356747482,1379.500087207623,977.3592608983801
0,43,31.35345942576385,7.4112038173138775,6.520296013821055,2659.5269117238445,734.3852927889548
0,44,5.266762040264924,8.535972533688604,6.751029680247618,678.2691275562746,633.0996817989145
0,45,12.351550080381646,2.689940286366358,7.907157984141569,4144.716133296613,32.27704400983089
0,46,17.128189112430974,7.0720319150676385,7.286734222979393,4257.323737521624,195.34921764006953
0,47,16.88050852662641,0.15507368054980453,8.738585673976788,3873.257587861903,708.5937636924924
1,0,21.13490646079561,0.39679451369098695,8.828793641525973,4396.04854616545,121.77782159501926
1,1,15.54193464938197,6.708222448488269,7.705593474573842,507.0868140700324,737.2814634399122
1,2,14.341821597000026,3.4333830150971814,8.044203651801512,3574.143210709889,277.08890578697833
1,3,30.057416120901568,4.540224435417264,8.51459605005293,621.3449902218915,178.03998050489867
1,4,18.691757551460377,10.602532634878168,8.326358675570727,173.51623658616978,729.5361870065723
1,5,22.196640542455416,1.678179220073289,7.590689781559869,362.76477919688523,841.4207994023433
1,6,12.560991540654241,10.687818988449695,6.7669860369432016,1504.104831550429,713.8742712456293
1,7,13.619528166281892,0.9361638835782418,7.900877068096268,3710.279074717901,206.3858217044343
1,8,3.2513726092416184,9.490009412172745,8.011757230675416,3328.812753196677,599.6968439540722
1,9,5.9114676958664845,3.4175802424661335,7.040909631347642,3750.685505906222,415.6349192351432
1,10,31.011849401390922,3.579284687027754,8.344566046296992,4873.984263213852,610.6033111934132
1,11,11.079159078602869,2.1798114548691565,6.582965728839779,3886.6224937450284,832.7299355326172
1,12,9.67684786923809,11.982588471636943,8.073710217047143,2418.4382947658223,601.180859418536
1,13,33.575093716866036,0.930820910248243,6.774260025457996,2605.940556263188,509.71094321721534
1,14,7.829518460365826,13.851340125723727,8.90375200463756,82.48537298482405,218.66437898954382
1,15,9.216515811403085,5.241550802629549,8.105134286922759,709.9648917788087,68.89003109033875
1,16,24.677549746924065,7.317579099045217,7.400913341210073,639.9814620358574,868.3857085716529
1,17,20.33958423427612,3.9246884316019104,7.460665714061271,4603.097538240177,863.5087292321335
1,18,18.710957639654556,0.0024538814936194697,6.935907160539151,4501.239533916606,659.1211180097264
1,19,10.340596837028526,7.146274821773915,8.635682643916141,200.47651028476554,967.7674617844488
1,20,34.68179730211511,9.23388102298424,8.344264141783658,729.1413194722124,124.98165857148724
1,21,23.158815037942503,3.2531956114587306,7.44763903688414,70.07556021428385,98.50585341279961
1,22,9.070083521415805,13.421366686468218,8.60324094446029,1183.8221796968928,989.4905130004835
1,23,9.956091147939075,6.527275186352016,7.213879305805879,1632.0646454544885,689.3280414878475
1,24,33.661370346821776,0.45918659982424304,7.115444832987558,683.3307514101206,953.706498436566
1,25,34.59144341172386,11.94112019817661,6.756840575157624,3291.341167908114,211.05695732323693
1,26,10.050662595410257,2.3588582383141086,7.369781014156894,1929.1485761589838,146.1737520995233
1,27,22.348226330035388,0.040096117722155045,7.357988291757722,4538.666494281367,637.9420787713059
